customer_id,city,age_group,segment,signup_date
C04270,Chittagong,35-44,Occasional,2024-12-07
C04271,Khulna,45-54,Occasional,2025-08-13
C04272,Dhaka,35-44,High Value,2024-06-08
C04273,Dhaka,25-34,Regular,2024-01-11
C04274,Dhaka,25-34,Occasional,2025-04-08
C04275,Khulna,25-34,Regular,2025-04-14
C04276,Chittagong,55+,Regular,2024-07-11
C04277,Dhaka,18-24,Occasional,2024-03-24
C04278,Dhaka,35-44,High Value,2025-08-29
C04279,Dhaka,45-54,Occasional,2024-08-01
C04280,Dhaka,18-24,Regular,2024-05-21
C04281,Dhaka,18-24,Regular,2025-08-07
C04282,Rajshahi,35-44,Regular,2024-08-15
C04283,Chittagong,35-44,Regular,2025-03-04
C04284,Sylhet,18-24,Regular,2024-12-29
C04285,Chittagong,35-44,Regular,2025-01-17
C04286,Dhaka,45-54,Occasional,2025-02-24
C04287,Dhaka,25-34,Occasional,2024-09-19
C04288,Dhaka,55+,Regular,2024-03-28
C04289,Chittagong,45-54,Occasional,2024-11-22
C04290,Khulna,45-54,Occasional,2025-02-07
C04291,Chittagong,18-24,Regular,2025-01-19
C04292,Rajshahi,25-34,Regular,2025-01-14
C04293,Sylhet,35-44,High Value,2024-05-29
C04294,Dhaka,18-24,Occasional,2024-07-19
C04295,Dhaka,25-34,Regular,2025-02-07
C04296,Dhaka,35-44,Regular,2025-02-05
C04297,Dhaka,35-44,Regular,2024-03-17
C04298,Dhaka,18-24,Regular,2024-01-30
C04299,Dhaka,25-34,Regular,2024-05-10
C04300,Dhaka,18-24,Regular,2024-07-21
C04301,Dhaka,25-34,Occasional,2024-03-27
C04302,Dhaka,35-44,Regular,2024-10-14
C04303,Dhaka,35-44,Regular,2025-07-06
C04304,Dhaka,18-24,Regular,2024-11-17
C04305,Dhaka,25-34,Occasional,2024-01-25
C04306,Sylhet,18-24,Regular,2025-02-05
C04307,Dhaka,35-44,Regular,2025-08-30
C04308,Dhaka,25-34,Occasional,2024-10-21
C04309,Rajshahi,18-24,Regular,2024-11-05
C04310,Dhaka,25-34,Occasional,2024-07-17
C04311,Khulna,55+,Regular,2024-06-28
C04312,Dhaka,18-24,Regular,2024-01-22
C04313,Sylhet,25-34,Occasional,2025-05-05
C04314,Dhaka,25-34,Regular,2025-03-16
C04315,Dhaka,25-34,Regular,2024-01-07
C04316,Dhaka,18-24,Occasional,2025-04-11
C04317,Chittagong,18-24,Occasional,2025-01-20
C04318,Khulna,55+,Occasional,2024-10-19
C04319,Dhaka,18-24,Occasional,2024-04-07
C04320,Chittagong,35-44,Regular,2025-08-17
C04321,Sylhet,18-24,Regular,2025-09-11
C04322,Dhaka,25-34,Occasional,2024-02-12
C04323,Dhaka,25-34,High Value,2024-12-16
C04324,Chittagong,18-24,Occasional,2024-01-23
C04325,Dhaka,18-24,Occasional,2025-06-14
C04326,Dhaka,25-34,Regular,2024-02-24
C04327,Sylhet,35-44,Occasional,2025-10-26
C04328,Chittagong,18-24,Occasional,2024-08-01
C04329,Chittagong,25-34,Occasional,2024-05-26
C04330,Khulna,35-44,High Value,2024-01-27
C04331,Dhaka,35-44,Regular,2025-03-19
C04332,Chittagong,25-34,High Value,2025-07-05
C04333,Sylhet,25-34,Regular,2024-10-03
C04334,Dhaka,25-34,Regular,2025-03-23
C04335,Dhaka,18-24,Occasional,2025-07-30
C04336,Dhaka,35-44,Occasional,2024-10-01
C04337,Dhaka,25-34,High Value,2025-01-23
C04338,Dhaka,25-34,Occasional,2025-07-30
C04339,Rajshahi,35-44,Regular,2024-02-21
C04340,Dhaka,18-24,Regular,2024-12-24
C04341,Chittagong,35-44,Regular,2024-09-04
C04342,Dhaka,25-34,Regular,2025-09-25
C04343,Dhaka,18-24,Regular,2024-05-06
C04344,Rajshahi,25-34,Occasional,2025-01-12
C04345,Chittagong,25-34,High Value,2024-02-05
C04346,Dhaka,25-34,High Value,2024-03-21
C04347,Chittagong,25-34,Regular,2025-05-24
C04348,Dhaka,18-24,Regular,2025-07-27
C04349,Sylhet,35-44,Occasional,2025-08-27
C04350,Dhaka,25-34,Occasional,2024-03-10
C04351,Sylhet,18-24,Occasional,2025-07-02
C04352,Sylhet,35-44,Occasional,2024-08-31
C04353,Chittagong,35-44,Occasional,2025-09-23
C04354,Dhaka,18-24,Occasional,2024-05-11
C04355,Sylhet,35-44,Regular,2025-10-29
C04356,Dhaka,55+,Occasional,2024-04-06
C04357,Dhaka,18-24,Regular,2024-09-09
C04358,Chittagong,45-54,High Value,2025-01-01
C04359,Dhaka,25-34,Occasional,2024-04-10
C04360,Chittagong,18-24,Occasional,2025-02-11
C04361,Khulna,45-54,Occasional,2025-06-08
C04362,Chittagong,18-24,Occasional,2025-07-14
C04363,Dhaka,25-34,Occasional,2024-03-31
C04364,Dhaka,25-34,Regular,2024-11-07
C04365,Dhaka,25-34,Occasional,2024-03-21
C04366,Sylhet,18-24,Regular,2025-08-11
C04367,Dhaka,25-34,Occasional,2025-07-22
C04368,Sylhet,25-34,Occasional,2025-07-22
C04369,Chittagong,45-54,Occasional,2025-10-28
C04370,Dhaka,35-44,Regular,2024-07-06
C04371,Chittagong,25-34,Regular,2024-08-15
C04372,Sylhet,35-44,High Value,2024-12-22
C04373,Dhaka,25-34,Regular,2024-04-03
C04374,Dhaka,18-24,Regular,2024-03-14
C04375,Chittagong,35-44,Occasional,2025-03-07
C04376,Dhaka,18-24,Regular,2024-05-08
C04377,Dhaka,25-34,Regular,2025-04-22
C04378,Dhaka,35-44,Regular,2024-04-25
C04379,Dhaka,35-44,Regular,2024-06-06
C04380,Dhaka,25-34,Regular,2024-10-07
C04381,Dhaka,25-34,Occasional,2025-10-03
C04382,Dhaka,18-24,High Value,2025-07-11
C04383,Dhaka,25-34,Regular,2025-08-01
C04384,Sylhet,35-44,Occasional,2025-10-16
C04385,Dhaka,35-44,Regular,2025-01-13
C04386,Dhaka,25-34,Occasional,2025-08-06
C04387,Rajshahi,35-44,Occasional,2024-12-03
C04388,Rajshahi,18-24,Regular,2024-01-29
C04389,Sylhet,35-44,Regular,2024-01-28
C04390,Rajshahi,25-34,Regular,2024-07-31
C04391,Dhaka,25-34,Regular,2025-06-21
C04392,Chittagong,25-34,Occasional,2024-11-13
C04393,Dhaka,25-34,Occasional,2024-02-16
C04394,Chittagong,25-34,Occasional,2024-07-27
C04395,Dhaka,25-34,Regular,2024-11-27
C04396,Dhaka,18-24,Regular,2025-08-23
C04397,Dhaka,18-24,Regular,2025-03-31
C04398,Dhaka,25-34,Occasional,2025-10-29
C04399,Dhaka,25-34,High Value,2025-08-16
C04400,Dhaka,18-24,Regular,2024-05-19
C04401,Khulna,18-24,High Value,2024-06-17
C04402,Chittagong,25-34,Regular,2024-07-17
C04403,Khulna,25-34,Regular,2024-12-10
C04404,Dhaka,45-54,High Value,2025-08-12
C04405,Khulna,35-44,Regular,2025-09-28
C04406,Chittagong,35-44,Regular,2024-06-25
C04407,Dhaka,25-34,High Value,2025-05-17
C04408,Dhaka,35-44,High Value,2024-10-12
C04409,Dhaka,25-34,Occasional,2025-01-09
C04410,Dhaka,55+,Occasional,2024-02-18
C04411,Dhaka,35-44,Regular,2024-06-12
C04412,Rajshahi,25-34,Regular,2024-06-11
C04413,Dhaka,18-24,High Value,2024-07-19
C04414,Dhaka,25-34,Regular,2024-11-06
C04415,Khulna,25-34,High Value,2024-12-27
C04416,Chittagong,35-44,Regular,2024-06-19
C04417,Dhaka,25-34,Regular,2025-03-26
C04418,Dhaka,35-44,Regular,2025-07-11
C04419,Chittagong,35-44,High Value,2024-02-11
C04420,Chittagong,25-34,Regular,2025-05-23
C04421,Rajshahi,18-24,Regular,2025-07-31
C04422,Dhaka,18-24,Regular,2025-08-14
C04423,Dhaka,25-34,Regular,2025-09-21
C04424,Dhaka,25-34,Occasional,2025-05-07
C04425,Dhaka,25-34,Occasional,2025-01-13
C04426,Chittagong,18-24,Regular,2024-12-26
C04427,Dhaka,25-34,Regular,2025-07-06
C04428,Dhaka,45-54,High Value,2025-06-10
C04429,Khulna,25-34,Regular,2024-10-26
C04430,Rajshahi,25-34,Regular,2024-10-26
C04431,Sylhet,25-34,Occasional,2024-08-22
C04432,Chittagong,18-24,Occasional,2025-01-15
C04433,Dhaka,18-24,Occasional,2025-04-27
C04434,Dhaka,18-24,Occasional,2024-06-09
C04435,Chittagong,25-34,Occasional,2025-05-18
C04436,Khulna,25-34,Regular,2025-02-15
C04437,Dhaka,35-44,Regular,2024-04-13
C04438,Dhaka,25-34,High Value,2025-03-20
C04439,Dhaka,25-34,Regular,2025-04-16
C04440,Rajshahi,25-34,Occasional,2024-06-18
C04441,Dhaka,25-34,Regular,2024-07-03
C04442,Dhaka,25-34,Occasional,2025-03-27
C04443,Dhaka,25-34,Occasional,2024-10-08
C04444,Chittagong,35-44,Regular,2024-04-09
C04445,Dhaka,25-34,Regular,2025-07-26
C04446,Dhaka,25-34,Regular,2024-01-29
C04447,Dhaka,55+,Regular,2025-01-18
C04448,Dhaka,25-34,Regular,2025-03-17
C04449,Dhaka,18-24,Regular,2025-03-10
C04450,Chittagong,18-24,High Value,2025-07-21
C04451,Dhaka,18-24,Occasional,2024-04-23
C04452,Dhaka,18-24,Regular,2024-09-09
C04453,Chittagong,18-24,Regular,2025-06-09
C04454,Dhaka,25-34,Regular,2024-11-18
C04455,Dhaka,25-34,Regular,2025-04-08
C04456,Dhaka,25-34,Occasional,2024-09-05
C04457,Dhaka,25-34,Occasional,2025-08-27
C04458,Dhaka,18-24,Regular,2024-02-15
C04459,Dhaka,18-24,Occasional,2025-07-27
C04460,Dhaka,18-24,Occasional,2025-09-18
C04461,Khulna,25-34,Regular,2024-10-19
C04462,Chittagong,18-24,Regular,2025-07-25
C04463,Chittagong,18-24,Occasional,2025-07-01
C04464,Dhaka,35-44,Occasional,2024-08-09
C04465,Dhaka,25-34,Occasional,2025-04-09
C04466,Dhaka,25-34,High Value,2025-09-11
C04467,Dhaka,25-34,Regular,2024-08-22
C04468,Dhaka,35-44,High Value,2025-07-18
C04469,Dhaka,55+,Regular,2025-08-02
C04470,Dhaka,45-54,Occasional,2024-12-13
C04471,Dhaka,25-34,Regular,2025-06-20
C04472,Dhaka,25-34,Regular,2024-10-09
C04473,Dhaka,25-34,Occasional,2024-11-30
C04474,Chittagong,25-34,Regular,2024-01-19
C04475,Dhaka,45-54,Occasional,2024-08-15
C04476,Chittagong,25-34,Regular,2024-10-11
C04477,Dhaka,18-24,Occasional,2024-09-28
C04478,Sylhet,35-44,Regular,2024-11-21
C04479,Dhaka,25-34,Occasional,2025-01-18
C04480,Chittagong,55+,Regular,2025-02-23
C04481,Dhaka,18-24,Occasional,2025-08-21
C04482,Khulna,25-34,Occasional,2025-01-24
C04483,Dhaka,25-34,Regular,2024-12-05
C04484,Khulna,25-34,Regular,2024-12-09
C04485,Rajshahi,35-44,High Value,2024-12-09
C04486,Dhaka,35-44,Regular,2025-01-25
C04487,Dhaka,18-24,Regular,2024-07-24
C04488,Dhaka,25-34,Regular,2024-09-04
C04489,Dhaka,25-34,Regular,2025-08-03
C04490,Dhaka,18-24,Regular,2025-10-30
C04491,Dhaka,25-34,Regular,2024-08-05
C04492,Dhaka,25-34,Occasional,2024-07-25
C04493,Dhaka,35-44,Regular,2024-10-05
C04494,Dhaka,25-34,Regular,2024-03-28
C04495,Dhaka,25-34,Occasional,2024-01-26
C04496,Dhaka,18-24,Regular,2025-02-08
C04497,Dhaka,35-44,Regular,2024-11-21
C04498,Dhaka,18-24,Regular,2024-08-20
C04499,Dhaka,25-34,Regular,2024-07-20
C04500,Dhaka,35-44,High Value,2025-03-28
C04501,Chittagong,18-24,Regular,2024-03-03
C04502,Dhaka,25-34,Regular,2025-08-09
C04503,Dhaka,25-34,Regular,2025-06-26
C04504,Dhaka,35-44,Regular,2025-07-05
C04505,Rajshahi,18-24,Occasional,2025-03-13
C04506,Dhaka,35-44,High Value,2024-08-23
C04507,Dhaka,18-24,Regular,2024-06-17
C04508,Sylhet,25-34,Occasional,2025-07-09
C04509,Dhaka,35-44,Regular,2025-02-04
C04510,Chittagong,35-44,Regular,2024-01-21
C04511,Dhaka,35-44,Occasional,2024-05-29
C04512,Dhaka,55+,High Value,2024-01-25
C04513,Sylhet,35-44,Regular,2025-10-26
C04514,Khulna,18-24,Regular,2024-10-18
C04515,Dhaka,45-54,High Value,2025-09-19
C04516,Dhaka,25-34,High Value,2025-03-25
C04517,Rajshahi,25-34,Regular,2025-07-16
C04518,Sylhet,25-34,High Value,2025-03-23
C04519,Sylhet,35-44,Occasional,2024-06-21
C04520,Dhaka,25-34,Regular,2024-03-04
C04521,Chittagong,25-34,High Value,2025-01-10
C04522,Dhaka,25-34,Regular,2024-04-24
C04523,Dhaka,18-24,Occasional,2025-10-11
C04524,Sylhet,45-54,Occasional,2025-08-29
C04525,Khulna,18-24,High Value,2025-06-29
C04526,Dhaka,18-24,Regular,2025-04-04
C04527,Sylhet,18-24,Regular,2024-05-31
C04528,Dhaka,55+,Regular,2024-02-02
C04529,Khulna,35-44,High Value,2024-07-24
C04530,Dhaka,55+,Regular,2024-06-14
C04531,Chittagong,45-54,Regular,2024-12-31
C04532,Dhaka,25-34,Occasional,2024-04-30
C04533,Dhaka,18-24,High Value,2024-11-06
C04534,Chittagong,45-54,Occasional,2024-05-20
C04535,Chittagong,35-44,High Value,2025-07-13
C04536,Dhaka,18-24,Regular,2024-10-28
C04537,Sylhet,45-54,Regular,2024-11-29
C04538,Chittagong,18-24,Regular,2024-04-01
C04539,Dhaka,25-34,High Value,2025-02-25
C04540,Dhaka,35-44,Occasional,2025-06-02
C04541,Chittagong,35-44,Occasional,2025-04-22
C04542,Rajshahi,18-24,Regular,2024-05-21
C04543,Dhaka,35-44,Regular,2025-08-20
C04544,Chittagong,18-24,Occasional,2024-11-29
C04545,Dhaka,35-44,Occasional,2025-09-25
C04546,Dhaka,25-34,Regular,2025-06-18
C04547,Dhaka,35-44,Occasional,2024-03-22
C04548,Rajshahi,35-44,High Value,2025-05-06
C04549,Chittagong,35-44,Occasional,2024-02-07
C04550,Dhaka,25-34,High Value,2024-03-10
C04551,Chittagong,35-44,Regular,2025-09-07
C04552,Dhaka,25-34,Occasional,2024-07-31
C04553,Khulna,45-54,High Value,2025-08-20
C04554,Dhaka,35-44,Occasional,2024-11-12
C04555,Sylhet,35-44,Regular,2025-06-21
C04556,Rajshahi,18-24,Occasional,2025-09-16
C04557,Sylhet,18-24,Regular,2025-03-14
C04558,Dhaka,35-44,Occasional,2024-01-24
C04559,Dhaka,25-34,Occasional,2025-10-21
C04560,Sylhet,45-54,Regular,2024-01-27
C04561,Dhaka,45-54,Regular,2024-07-22
C04562,Dhaka,25-34,Regular,2025-06-15
C04563,Dhaka,35-44,Occasional,2025-03-19
C04564,Dhaka,18-24,High Value,2024-07-31
C04565,Dhaka,25-34,Regular,2024-01-13
C04566,Dhaka,45-54,Regular,2025-05-20
C04567,Dhaka,25-34,Occasional,2024-05-27
C04568,Chittagong,25-34,Occasional,2024-11-11
C04569,Dhaka,35-44,Regular,2025-09-18
C04570,Dhaka,25-34,Occasional,2025-10-27
C04571,Dhaka,25-34,Regular,2025-05-04
C04572,Dhaka,25-34,Regular,2025-07-07
C04573,Dhaka,25-34,High Value,2024-01-12
C04574,Chittagong,25-34,Regular,2024-04-10
C04575,Dhaka,25-34,Occasional,2024-04-03
C04576,Dhaka,35-44,Regular,2025-02-23
C04577,Dhaka,18-24,Regular,2025-04-08
C04578,Dhaka,45-54,Regular,2025-03-01
C04579,Chittagong,35-44,Regular,2024-11-16
C04580,Dhaka,25-34,Regular,2024-10-20
C04581,Dhaka,25-34,Regular,2025-06-15
C04582,Dhaka,45-54,Occasional,2025-09-30
C04583,Khulna,18-24,Occasional,2025-07-10
C04584,Dhaka,18-24,Regular,2024-06-06
C04585,Dhaka,35-44,High Value,2025-10-07
C04586,Dhaka,35-44,Occasional,2025-02-09
C04587,Dhaka,25-34,Regular,2024-02-18
C04588,Dhaka,45-54,Regular,2024-02-13
C04589,Dhaka,25-34,Occasional,2025-07-22
C04590,Dhaka,35-44,Occasional,2024-05-26
C04591,Dhaka,25-34,High Value,2024-11-17
C04592,Dhaka,35-44,Regular,2024-06-27
C04593,Dhaka,18-24,Occasional,2025-07-17
C04594,Dhaka,25-34,Occasional,2024-04-24
C04595,Dhaka,45-54,Regular,2025-08-01
C04596,Dhaka,35-44,Regular,2025-06-26
C04597,Dhaka,35-44,Occasional,2025-09-19
C04598,Rajshahi,25-34,Regular,2024-06-21
C04599,Rajshahi,35-44,Occasional,2025-06-12
C04600,Dhaka,35-44,Occasional,2025-04-04
C04601,Dhaka,35-44,Occasional,2024-02-05
C04602,Dhaka,18-24,High Value,2025-02-16
C04603,Dhaka,25-34,Occasional,2025-03-15
C04604,Rajshahi,25-34,High Value,2025-01-25
C04605,Dhaka,18-24,Regular,2025-06-12
C04606,Dhaka,25-34,Regular,2024-11-13
C04607,Dhaka,35-44,Occasional,2025-08-09
C04608,Sylhet,25-34,Regular,2024-10-07
C04609,Dhaka,25-34,Occasional,2024-09-26
C04610,Dhaka,35-44,Regular,2024-08-21
C04611,Khulna,18-24,Occasional,2025-08-04
C04612,Dhaka,25-34,Regular,2024-09-01
C04613,Chittagong,18-24,Regular,2024-09-07
C04614,Dhaka,45-54,Occasional,2025-02-12
C04615,Chittagong,25-34,High Value,2024-09-14
C04616,Dhaka,25-34,Regular,2024-06-27
C04617,Dhaka,25-34,Regular,2025-01-01
C04618,Khulna,25-34,Regular,2025-01-02
C04619,Rajshahi,35-44,High Value,2025-02-17
C04620,Dhaka,25-34,Occasional,2024-09-06
C04621,Sylhet,25-34,Occasional,2025-07-15
C04622,Dhaka,25-34,High Value,2024-06-10
C04623,Sylhet,18-24,Regular,2024-10-29
C04624,Dhaka,18-24,Occasional,2025-08-26
C04625,Dhaka,18-24,Occasional,2025-05-25
C04626,Dhaka,25-34,Regular,2024-03-04
C04627,Khulna,18-24,Occasional,2025-05-08
C04628,Dhaka,25-34,Occasional,2024-08-03
C04629,Dhaka,25-34,Regular,2025-04-09
C04630,Dhaka,35-44,Regular,2024-08-30
C04631,Dhaka,18-24,Regular,2025-09-10
C04632,Dhaka,35-44,Occasional,2025-06-14
C04633,Dhaka,35-44,Occasional,2024-08-02
C04634,Rajshahi,18-24,Occasional,2024-12-01
C04635,Dhaka,18-24,High Value,2025-08-05
C04636,Dhaka,25-34,Regular,2024-06-24
C04637,Dhaka,25-34,Occasional,2025-07-27
C04638,Chittagong,35-44,Regular,2025-07-10
C04639,Dhaka,25-34,High Value,2025-01-28
C04640,Rajshahi,25-34,Occasional,2024-02-11
C04641,Khulna,35-44,High Value,2024-04-11
C04642,Dhaka,18-24,Regular,2025-04-16
C04643,Dhaka,55+,Regular,2024-06-19
C04644,Dhaka,25-34,Occasional,2024-02-04
C04645,Dhaka,18-24,Regular,2024-05-10
C04646,Sylhet,25-34,High Value,2025-03-08
C04647,Sylhet,18-24,Regular,2024-12-15
C04648,Dhaka,25-34,Occasional,2025-07-27
C04649,Dhaka,35-44,Regular,2025-03-07
C04650,Dhaka,35-44,Regular,2025-01-20
C04651,Dhaka,18-24,Regular,2024-10-26
C04652,Khulna,35-44,High Value,2024-11-08
C04653,Chittagong,25-34,High Value,2025-07-10
C04654,Sylhet,25-34,High Value,2024-04-30
C04655,Khulna,35-44,Regular,2025-05-16
C04656,Dhaka,35-44,Occasional,2024-06-14
C04657,Dhaka,35-44,Regular,2025-02-21
C04658,Dhaka,18-24,High Value,2024-12-08
C04659,Dhaka,35-44,Regular,2025-04-10
C04660,Sylhet,45-54,Occasional,2025-07-14
C04661,Chittagong,55+,Regular,2024-11-30
C04662,Chittagong,18-24,Regular,2024-11-08
C04663,Khulna,18-24,Regular,2024-07-31
C04664,Khulna,18-24,Regular,2024-06-06
C04665,Rajshahi,18-24,Regular,2024-09-21
C04666,Chittagong,25-34,High Value,2025-03-12
C04667,Khulna,25-34,Occasional,2025-10-30
C04668,Dhaka,18-24,Regular,2024-07-22
C04669,Dhaka,25-34,Regular,2024-07-01
C04670,Chittagong,25-34,High Value,2025-07-03
C04671,Dhaka,35-44,Occasional,2024-06-24
C04672,Dhaka,45-54,High Value,2024-03-14
C04673,Dhaka,25-34,Occasional,2024-09-28
C04674,Chittagong,35-44,Regular,2025-09-18
C04675,Dhaka,45-54,High Value,2024-05-09
C04676,Dhaka,25-34,Occasional,2024-06-02
C04677,Dhaka,35-44,Occasional,2024-05-30
C04678,Dhaka,25-34,Regular,2024-05-17
C04679,Dhaka,25-34,Regular,2025-01-04
C04680,Dhaka,25-34,Regular,2025-03-10
C04681,Dhaka,35-44,Regular,2024-03-10
C04682,Khulna,18-24,Regular,2024-09-25
C04683,Sylhet,25-34,Occasional,2025-03-01
C04684,Chittagong,18-24,Regular,2025-09-02
C04685,Dhaka,18-24,High Value,2025-04-16
C04686,Sylhet,35-44,Regular,2024-03-30
C04687,Dhaka,18-24,Regular,2024-03-04
C04688,Dhaka,25-34,Regular,2024-01-01
C04689,Dhaka,18-24,Regular,2024-07-14
C04690,Dhaka,18-24,Regular,2025-03-30
C04691,Dhaka,35-44,Occasional,2025-02-11
C04692,Dhaka,45-54,Occasional,2025-08-26
C04693,Sylhet,35-44,Regular,2025-06-30
C04694,Dhaka,25-34,Occasional,2025-09-13
C04695,Dhaka,18-24,Regular,2025-01-08
C04696,Chittagong,18-24,Regular,2024-12-18
C04697,Dhaka,25-34,Regular,2024-06-28
C04698,Dhaka,18-24,Regular,2025-06-08
C04699,Dhaka,18-24,Regular,2024-05-30
C04700,Dhaka,18-24,High Value,2024-05-14
C04701,Dhaka,25-34,Regular,2025-03-15
C04702,Dhaka,18-24,Regular,2024-10-09
C04703,Dhaka,25-34,Regular,2025-08-07
C04704,Dhaka,25-34,Regular,2025-04-25
C04705,Chittagong,25-34,High Value,2024-01-06
C04706,Chittagong,25-34,High Value,2025-04-25
C04707,Khulna,25-34,Regular,2024-06-08
C04708,Dhaka,35-44,High Value,2024-11-17
C04709,Khulna,25-34,Regular,2024-09-21
C04710,Dhaka,25-34,Occasional,2025-05-12
C04711,Dhaka,18-24,Regular,2025-08-10
C04712,Chittagong,25-34,Regular,2024-09-26
C04713,Khulna,25-34,Occasional,2025-10-06
C04714,Sylhet,25-34,Occasional,2024-06-14
C04715,Rajshahi,55+,Regular,2024-11-15
C04716,Rajshahi,18-24,Regular,2024-10-24
C04717,Dhaka,35-44,Regular,2025-05-25
C04718,Sylhet,35-44,Regular,2025-04-06
C04719,Sylhet,18-24,Regular,2024-09-17
C04720,Chittagong,25-34,Regular,2025-04-25
C04721,Dhaka,18-24,Occasional,2024-12-09
C04722,Dhaka,35-44,Occasional,2025-09-20
C04723,Dhaka,25-34,Occasional,2024-07-15
C04724,Chittagong,35-44,Regular,2024-04-10
C04725,Chittagong,18-24,Regular,2025-01-19
C04726,Chittagong,25-34,Occasional,2024-07-30
C04727,Chittagong,25-34,Occasional,2024-09-01
C04728,Chittagong,18-24,Regular,2024-01-21
C04729,Sylhet,25-34,Occasional,2025-03-06
C04730,Dhaka,55+,High Value,2025-02-11
C04731,Dhaka,18-24,Regular,2025-07-20
C04732,Rajshahi,25-34,Occasional,2024-05-24
C04733,Dhaka,25-34,Regular,2024-10-21
C04734,Chittagong,18-24,Occasional,2024-08-02
C04735,Dhaka,18-24,High Value,2024-06-11
C04736,Sylhet,18-24,High Value,2024-09-30
C04737,Sylhet,18-24,Occasional,2025-09-21
C04738,Dhaka,18-24,High Value,2024-03-21
C04739,Chittagong,18-24,Regular,2024-10-07
C04740,Sylhet,25-34,Regular,2025-03-27
C04741,Dhaka,25-34,Regular,2024-11-02
C04742,Chittagong,18-24,Occasional,2025-09-04
C04743,Dhaka,25-34,Regular,2024-01-30
C04744,Sylhet,45-54,Regular,2025-01-12
C04745,Chittagong,25-34,High Value,2024-07-24
C04746,Dhaka,35-44,Occasional,2025-07-04
C04747,Dhaka,35-44,High Value,2024-02-24
C04748,Dhaka,18-24,Regular,2025-01-14
C04749,Dhaka,25-34,Occasional,2025-06-13
C04750,Dhaka,25-34,Regular,2025-02-06
C04751,Rajshahi,25-34,Regular,2025-05-07
C04752,Dhaka,55+,High Value,2025-10-10
C04753,Dhaka,18-24,Regular,2024-09-06
C04754,Chittagong,18-24,Regular,2025-01-02
C04755,Dhaka,25-34,Occasional,2025-09-20
C04756,Chittagong,35-44,Regular,2025-06-17
C04757,Dhaka,35-44,Occasional,2024-01-23
C04758,Sylhet,25-34,Occasional,2024-12-02
C04759,Dhaka,18-24,Occasional,2025-10-19
C04760,Dhaka,45-54,Regular,2024-05-04
C04761,Dhaka,35-44,Occasional,2024-03-14
C04762,Dhaka,18-24,Regular,2025-01-17
C04763,Dhaka,25-34,Occasional,2025-02-08
C04764,Khulna,18-24,Occasional,2025-07-25
C04765,Rajshahi,18-24,Occasional,2024-11-15
C04766,Dhaka,25-34,Regular,2025-06-22
C04767,Khulna,25-34,Occasional,2024-02-21
C04768,Chittagong,35-44,Regular,2025-10-18
C04769,Dhaka,18-24,Regular,2024-11-27
C04770,Dhaka,55+,Regular,2025-02-13
C04771,Dhaka,25-34,Regular,2024-12-08
C04772,Dhaka,55+,High Value,2025-09-17
C04773,Dhaka,35-44,Regular,2024-09-29
C04774,Dhaka,35-44,Regular,2025-05-27
C04775,Chittagong,35-44,Regular,2024-07-22
C04776,Dhaka,25-34,High Value,2025-04-22
C04777,Dhaka,25-34,Regular,2025-09-28
C04778,Chittagong,35-44,Occasional,2025-09-16
C04779,Dhaka,45-54,Regular,2024-11-28
C04780,Dhaka,35-44,Occasional,2025-01-25
C04781,Khulna,55+,Regular,2024-02-02
C04782,Chittagong,45-54,Regular,2025-07-30
C04783,Dhaka,55+,High Value,2025-04-30
C04784,Chittagong,25-34,Occasional,2024-01-04
C04785,Sylhet,18-24,Regular,2025-04-26
C04786,Dhaka,35-44,Regular,2024-05-03
C04787,Rajshahi,18-24,Regular,2024-04-11
C04788,Dhaka,25-34,Regular,2024-10-23
C04789,Dhaka,25-34,Occasional,2024-05-08
C04790,Dhaka,55+,Regular,2024-09-30
C04791,Dhaka,18-24,Regular,2024-12-07
C04792,Dhaka,35-44,Occasional,2024-08-01
C04793,Sylhet,35-44,Regular,2025-06-14
C04794,Rajshahi,18-24,Occasional,2024-04-23
C04795,Chittagong,25-34,Regular,2024-03-13
C04796,Rajshahi,18-24,High Value,2024-08-14
C04797,Dhaka,45-54,Occasional,2024-04-18
C04798,Chittagong,35-44,Occasional,2024-10-25
C04799,Dhaka,45-54,Regular,2024-08-21
C04800,Dhaka,35-44,Regular,2025-03-16
C04801,Khulna,45-54,Regular,2024-09-26
C04802,Dhaka,25-34,Regular,2025-02-04
C04803,Chittagong,25-34,Occasional,2024-12-13
C04804,Dhaka,25-34,Regular,2025-08-04
C04805,Sylhet,25-34,Regular,2025-06-12
C04806,Dhaka,18-24,High Value,2025-10-28
C04807,Dhaka,18-24,Regular,2025-06-10
C04808,Dhaka,18-24,Occasional,2024-08-01
C04809,Dhaka,35-44,Regular,2024-03-17
C04810,Dhaka,25-34,Regular,2025-05-17
C04811,Dhaka,25-34,Occasional,2025-02-12
C04812,Dhaka,45-54,High Value,2025-04-04
C04813,Dhaka,25-34,Regular,2025-03-22
C04814,Chittagong,35-44,Occasional,2024-09-12
C04815,Dhaka,25-34,High Value,2024-10-28
C04816,Chittagong,18-24,Occasional,2025-07-04
C04817,Dhaka,25-34,High Value,2025-07-28
C04818,Chittagong,25-34,Regular,2024-01-24
C04819,Dhaka,18-24,Occasional,2024-11-12
C04820,Dhaka,45-54,Regular,2024-01-21
C04821,Sylhet,25-34,Regular,2024-10-07
